id,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
775,Indigo,6E-5217,Mumbai,Evening,one,Night,Chennai,Economy,5.75,17,4680.5
776,Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,Business,7.92,47,31192.68
777,Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Business,13.42,4,59689.2
778,AirAsia,I5-972,Bangalore,Evening,two_or_more,Late_Night,Delhi,Economy,9.33,16,7288.82
779,GO_FIRST,G8-1171,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,48,4250.44
780,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,42,2457.13
781,Air_India,AI-774,Mumbai,Night,one,Night,Chennai,Economy,24.42,29,6054.09
782,Air_India,AI-569,Chennai,Early_Morning,one,Morning,Bangalore,Business,4.83,42,57981.76
783,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.08,15,6597.72
784,Air_India,AI-570,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Business,2.0,34,26581.69
785,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,25,5894.28
786,Indigo,6E-413,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,7.67,11,7116.23
787,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,10,12912.81
788,Indigo,6E-6616,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.67,45,4926.56
789,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Business,13.83,35,45477.52
790,Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Hyderabad,Economy,8.42,11,14010.32
791,Air_India,AI-573,Bangalore,Afternoon,one,Night,Delhi,Business,8.08,39,30808.78
792,Air_India,AI-637,Mumbai,Evening,one,Night,Delhi,Business,5.33,30,25650.81
793,AirAsia,I5-410,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,7.58,19,5776.63
794,Air_India,AI-773,Kolkata,Evening,zero,Night,Mumbai,Business,2.83,8,31433.04
795,Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Business,2.17,6,26203.53
796,Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Business,7.5,33,52145.15
797,Indigo,6E-269,Chennai,Morning,one,Evening,Delhi,Economy,10.0,24,5788.76
798,Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Economy,22.42,18,6490.12
799,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,2,8154.55
800,AirAsia,I5-1426,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,44,1714.0
801,Air_India,AI-768,Kolkata,Afternoon,two_or_more,Night,Mumbai,Economy,29.25,2,15556.1
802,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Economy,22.92,22,5679.85
803,Indigo,6E-6106,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,5.83,47,3918.89
804,Vistara,UK-821,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.75,32,45206.27
805,Air_India,AI-538,Chennai,Night,one,Afternoon,Bangalore,Economy,16.17,31,4712.4
806,Vistara,UK-860,Hyderabad,Early_Morning,zero,Morning,Delhi,Business,2.17,44,25792.8
807,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Business,12.92,6,57783.0
808,Air_India,AI-9925,Bangalore,Evening,two_or_more,Early_Morning,Chennai,Economy,37.58,9,15051.37
809,Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Business,8.67,28,44070.39
810,SpiceJet,SG-679,Kolkata,Afternoon,one,Morning,Bangalore,Economy,17.75,10,10122.7
811,Air_India,AI-672,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,27,51517.32
812,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,20.17,18,6081.31
813,GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Chennai,Economy,7.33,32,5780.74
814,Vistara,UK-834,Chennai,Evening,one,Morning,Bangalore,Business,18.67,7,55232.41
815,Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Delhi,Economy,3.67,13,12480.345
816,Vistara,UK-801,Delhi,Morning,two_or_more,Night,Chennai,Economy,14.0,36,8286.76
817,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,7.83,27,6266.55
818,Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,26.5,19,5961.32
819,Vistara,UK-960,Mumbai,Morning,one,Evening,Hyderabad,Economy,8.0,20,5275.86
820,Vistara,UK-771,Mumbai,Early_Morning,one,Evening,Delhi,Business,10.75,16,48789.99
821,Air_India,AI-559,Hyderabad,Early_Morning,one,Morning,Kolkata,Business,26.5,28,46112.25
822,Vistara,UK-996,Mumbai,Evening,one,Morning,Hyderabad,Economy,15.17,24,5399.52
823,Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,Business,2.25,26,26106.43
824,Air_India,AI-840,Hyderabad,Night,one,Night,Kolkata,Business,25.5,8,46383.44
825,Air_India,AI-770,Kolkata,Night,one,Afternoon,Mumbai,Business,16.33,48,50492.99
826,Indigo,6E-294,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.5,37,5422.58
827,Vistara,UK-706,Kolkata,Morning,one,Morning,Hyderabad,Business,23.42,31,53571.86
828,Indigo,6E-6326,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.17,31,2279.42
829,Air_India,AI-541,Hyderabad,Evening,one,Morning,Bangalore,Business,16.67,28,48063.43
830,GO_FIRST,G8-305,Chennai,Morning,one,Evening,Bangalore,Economy,9.67,48,5561.27
831,Vistara,UK-894,Hyderabad,Evening,one,Night,Delhi,Economy,26.0,5,11494.89
832,Air_India,AI-429,Delhi,Morning,one,Morning,Hyderabad,Economy,24.08,36,4755.39
833,Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Business,15.0,39,54008.28
834,Vistara,UK-970,Mumbai,Morning,one,Evening,Chennai,Business,7.58,16,54149.86
835,Vistara,UK-867,Bangalore,Afternoon,one,Late_Night,Delhi,Economy,11.92,26,4583.09
836,Indigo,6E-484,Bangalore,Early_Morning,one,Morning,Delhi,Economy,4.75,20,4928.31
837,Air_India,AI-683,Mumbai,Night,one,Evening,Delhi,Business,19.75,23,25249.12
838,Air_India,AI-442,Mumbai,Afternoon,one,Evening,Kolkata,Economy,27.58,9,14856.0475
839,Vistara,UK-835,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.58,44,4897.71
840,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.25,8,11683.2
841,Vistara,UK-996,Mumbai,Evening,one,Afternoon,Hyderabad,Business,18.08,49,50480.35
842,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,12.67,18,46936.08
843,AirAsia,I5-787,Delhi,Early_Morning,one,Night,Chennai,Economy,16.25,46,4646.21
844,Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Business,2.17,7,25929.96
845,GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.92,40,5837.56
846,Vistara,UK-902,Mumbai,Afternoon,one,Night,Bangalore,Business,7.58,18,55795.82
847,Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Business,23.92,36,37664.22
848,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,11.33,30,5927.43
849,AirAsia,I5-775,Delhi,Afternoon,one,Night,Bangalore,Economy,11.5,17,5412.88
850,Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,13.08,11,10807.35
851,GO_FIRST,G8-7533,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,31,4876.02
852,Air_India,AI-9891,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,14.92,39,6004.45
853,Air_India,AI-681,Mumbai,Evening,one,Evening,Bangalore,Economy,24.75,30,5649.83
854,Vistara,UK-828,Chennai,Early_Morning,one,Night,Bangalore,Business,15.83,27,53834.18
855,Vistara,UK-841,Mumbai,Morning,two_or_more,Night,Hyderabad,Economy,11.5,2,12549.72
856,Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.08,23,5046.9
857,Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Business,13.17,19,50571.85
858,Vistara,UK-986,Mumbai,Night,one,Morning,Chennai,Economy,11.17,21,4834.56
859,Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.67,45,4730.61
860,Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,12.42,47,6688.97
861,Air_India,AI-888,Mumbai,Evening,one,Morning,Hyderabad,Economy,15.5,17,5934.91
862,Indigo,6E-932,Mumbai,Morning,one,Evening,Hyderabad,Economy,8.67,42,2273.49
863,Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,24,43454.22
864,Air_India,AI-569,Chennai,Early_Morning,one,Morning,Hyderabad,Economy,28.17,16,6306.88
865,AirAsia,I5-941,Mumbai,Early_Morning,one,Evening,Delhi,Economy,9.75,24,5502.72
866,Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,Economy,6.0,7,11122.76
867,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Business,7.0,6,56552.79
868,Indigo,6E-331,Mumbai,Evening,zero,Night,Bangalore,Economy,1.75,35,2347.61
869,Indigo,6E-292,Kolkata,Evening,zero,Evening,Bangalore,Economy,2.58,49,4358.56
870,Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Business,15.08,31,58959.26
871,Indigo,6E-495,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,6.75,30,5034.49
872,Vistara,UK-823,Mumbai,Evening,two_or_more,Morning,Bangalore,Economy,18.0,3,13111.34
873,Air_India,AI-805,Delhi,Evening,one,Early_Morning,Chennai,Business,11.33,33,45756.62
874,Air_India,AI-573,Bangalore,Afternoon,one,Afternoon,Kolkata,Economy,23.17,21,5655.79
875,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Business,9.92,18,47643.1
876,Air_India,AI-430,Chennai,Morning,one,Evening,Kolkata,Economy,9.25,19,6017.57
877,AirAsia,I5-1563,Kolkata,Evening,two_or_more,Early_Morning,Mumbai,Economy,11.5,38,5404.38
878,Vistara,UK-864,Bangalore,Evening,one,Evening,Chennai,Business,24.92,6,53233.91
879,Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.08,29,4952.1
880,Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Business,24.92,11,52973.35
881,Vistara,UK-986,Mumbai,Night,one,Morning,Hyderabad,Economy,10.92,24,5041.48
882,Indigo,6E-6257,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,15,4530.39
883,Vistara,UK-893,Bangalore,Evening,two_or_more,Morning,Chennai,Economy,15.92,30,7663.83
884,Indigo,6E-2367,Delhi,Evening,one,Night,Kolkata,Economy,6.17,19,4946.62
885,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.67,27,4357.5
886,Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Economy,16.5,17,6026.14
887,Air_India,AI-636,Delhi,Afternoon,one,Early_Morning,Chennai,Economy,16.83,37,6053.48
888,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Business,19.08,39,48100.53
889,Air_India,AI-698,Hyderabad,Night,one,Afternoon,Delhi,Business,14.0,13,32077.54
890,SpiceJet,SG-958,Delhi,Evening,zero,Night,Hyderabad,Economy,2.17,38,2179.06
891,Indigo,6E-126,Chennai,Evening,one,Late_Night,Kolkata,Economy,6.25,17,7156.84
892,Indigo,6E-6464,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.67,29,2399.43
893,Indigo,6E-929,Chennai,Afternoon,zero,Afternoon,Mumbai,Economy,1.92,34,3401.98
894,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.33,43,54091.05
895,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,35.83,47,3250.33
896,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Business,18.42,4,51009.19
897,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,19,4224.12
898,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Chennai,Business,15.75,15,56722.37
899,Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Economy,15.33,45,5031.38
900,GO_FIRST,G8-320,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,11.5,26,5703.37
901,Vistara,UK-941,Delhi,Evening,one,Morning,Chennai,Business,16.08,39,44931.05
902,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Business,6.67,33,37851.3
903,Air_India,AI-573,Bangalore,Afternoon,one,Afternoon,Mumbai,Economy,23.58,4,13289.156
904,Air_India,AI-442,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.92,46,4098.35
905,SpiceJet,SG-8910,Delhi,Morning,one,Morning,Bangalore,Economy,23.92,37,6648.18
906,Vistara,UK-963,Delhi,Morning,one,Evening,Chennai,Economy,11.08,17,6044.19
907,Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Business,17.17,35,55873.69
908,Vistara,UK-706,Kolkata,Morning,one,Evening,Bangalore,Business,6.75,13,57489.5
909,Air_India,AI-766,Chennai,Morning,one,Night,Delhi,Economy,12.67,20,5479.31
910,Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,14.83,39,4357.25
911,Air_India,AI-9875,Hyderabad,Morning,one,Early_Morning,Kolkata,Economy,18.25,24,5019.07
912,Indigo,6E-827,Hyderabad,Morning,one,Evening,Chennai,Economy,7.25,18,3990.39
913,Vistara,UK-708,Kolkata,Night,one,Morning,Mumbai,Business,15.17,44,51178.58
914,AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.42,18,4154.27
915,Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,Economy,15.67,27,5692.61
916,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Business,8.08,28,44590.49
917,Air_India,AI-424,Kolkata,Afternoon,one,Afternoon,Bangalore,Economy,23.0,27,5688.88
918,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Business,2.17,47,25314.64
919,AirAsia,I5-749,Bangalore,Night,one,Early_Morning,Kolkata,Economy,8.75,30,6178.13
920,Vistara,UK-834,Chennai,Evening,one,Morning,Kolkata,Economy,15.42,11,10207.31
921,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Business,14.5,15,47919.49
922,GO_FIRST,G8-331,Mumbai,Morning,one,Late_Night,Hyderabad,Economy,12.67,2,13327.5
923,Air_India,AI-539,Chennai,Evening,one,Morning,Kolkata,Business,16.0,20,56102.12
924,Vistara,UK-854,Bangalore,Evening,one,Night,Chennai,Economy,4.67,42,4425.65
925,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Bangalore,Business,12.08,15,51456.5
926,Vistara,UK-970,Mumbai,Morning,one,Evening,Chennai,Economy,7.58,28,4748.29
927,Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Business,8.25,2,53885.38
928,Indigo,6E-992,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,5.08,24,4040.0
929,Vistara,UK-737,Delhi,Afternoon,zero,Evening,Kolkata,Business,2.17,45,28453.02
930,Air_India,AI-402,Kolkata,Morning,two_or_more,Evening,Mumbai,Economy,30.0,10,12864.43
931,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Bangalore,Economy,18.5,5,13342.901000000002
932,Indigo,6E-607,Delhi,Night,one,Early_Morning,Mumbai,Economy,7.67,30,3780.23
933,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Business,7.58,35,42343.67
934,Vistara,UK-878,Hyderabad,Afternoon,zero,Afternoon,Mumbai,Economy,1.58,8,4534.37
935,Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15.0,45,4423.91
936,Indigo,6E-5038,Chennai,Morning,one,Evening,Kolkata,Economy,8.75,32,4710.32
937,Indigo,6E-5209,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.08,37,6155.16
938,Air_India,AI-774,Mumbai,Night,one,Night,Hyderabad,Business,24.33,42,45066.41
939,Vistara,UK-774,Kolkata,Night,one,Early_Morning,Bangalore,Economy,11.25,7,10941.05
940,GO_FIRST,G8-102,Kolkata,Afternoon,one,Night,Hyderabad,Economy,8.33,39,5827.3
941,Air_India,AI-883,Delhi,Night,one,Morning,Mumbai,Economy,10.33,20,5683.64
942,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.83,45,52700.04
943,Air_India,AI-676,Kolkata,Morning,one,Morning,Bangalore,Economy,25.5,34,5207.42
944,GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Hyderabad,Economy,9.33,48,5749.68
945,Vistara,UK-940,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,39,2435.31
946,Air_India,AI-485,Delhi,Early_Morning,one,Morning,Chennai,Economy,29.5,16,6089.65
947,Vistara,UK-981,Delhi,Night,one,Evening,Chennai,Business,22.25,24,42753.09
948,Indigo,6E-5236,Mumbai,Early_Morning,one,Morning,Chennai,Economy,7.17,31,2463.78
949,Vistara,UK-960,Mumbai,Morning,one,Night,Kolkata,Business,10.83,19,56895.09
950,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,9.5,39,48822.8
951,Air_India,AI-502,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,18.33,37,45671.72
952,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Business,13.33,38,46753.82
953,AirAsia,I5-330,Mumbai,Night,one,Afternoon,Bangalore,Economy,13.5,39,4947.61
954,Air_India,AI-504,Delhi,Night,one,Evening,Kolkata,Economy,20.33,8,16134.79
955,Vistara,UK-871,Delhi,Night,one,Morning,Bangalore,Economy,12.25,23,4565.3
956,Vistara,UK-706,Kolkata,Morning,one,Afternoon,Hyderabad,Business,26.33,13,51970.12
957,Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Economy,11.75,21,5387.96
958,SpiceJet,SG-732,Kolkata,Afternoon,one,Morning,Bangalore,Economy,17.75,11,7442.28
959,Indigo,6E-595,Hyderabad,Night,zero,Night,Delhi,Economy,2.42,49,3556.97
960,Vistara,UK-708,Kolkata,Night,one,Morning,Mumbai,Business,14.75,29,51269.43
961,Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,12.25,13,57700.68
962,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Mumbai,Economy,17.58,35,5349.8
963,Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.33,14,13713.25
964,Indigo,6E-605,Chennai,Afternoon,one,Evening,Mumbai,Economy,5.5,22,4658.78
965,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.58,42,4949.55
966,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Bangalore,Economy,17.5,45,4261.19
967,Vistara,UK-940,Mumbai,Evening,one,Morning,Chennai,Business,14.17,43,53830.93
968,Indigo,6E-822,Kolkata,Morning,one,Night,Hyderabad,Economy,8.83,5,9618.81
969,Air_India,AI-467,Delhi,Evening,one,Morning,Bangalore,Economy,17.92,24,5435.88
970,Indigo,6E-952,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.5,24,3770.82
971,GO_FIRST,G8-537,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.5,45,6644.88
972,Vistara,UK-910,Mumbai,Evening,one,Night,Chennai,Business,26.67,43,53404.32
973,GO_FIRST,G8-7548,Bangalore,Evening,one,Late_Night,Delhi,Economy,7.0,34,6402.56
974,Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,7,50850.99
975,Vistara,UK-708,Kolkata,Night,one,Night,Mumbai,Business,25.17,21,52316.19
976,Vistara,UK-846,Bangalore,Morning,one,Night,Delhi,Business,12.17,9,46354.1
977,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Economy,16.0,41,4029.3
978,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Business,6.58,3,48099.92
979,Air_India,AI-402,Kolkata,Morning,one,Evening,Hyderabad,Economy,8.92,43,5104.87
980,GO_FIRST,G8-146,Bangalore,Evening,two_or_more,Morning,Mumbai,Economy,17.17,23,5728.89
981,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Economy,10.08,12,10808.21
982,Vistara,UK-812,Bangalore,Morning,one,Night,Chennai,Business,13.0,39,56391.6
983,SpiceJet,SG-8158,Mumbai,Evening,one,Morning,Kolkata,Economy,13.67,34,6021.86
984,SpiceJet,SG-634,Mumbai,Night,one,Morning,Kolkata,Economy,10.83,47,5728.89
985,Air_India,AI-865,Delhi,Morning,one,Morning,Kolkata,Economy,22.17,30,6866.94
986,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,11.08,49,4099.2
987,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,11,13075.21
988,AirAsia,I5-547,Kolkata,Evening,one,Afternoon,Bangalore,Economy,16.42,7,7003.34
989,Indigo,6E-345,Kolkata,Morning,one,Evening,Chennai,Economy,10.0,34,3362.82
990,GO_FIRST,G8-532,Kolkata,Morning,one,Evening,Delhi,Economy,8.92,34,8070.21
991,Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,Business,24.17,7,54136.67
992,Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Business,15.0,38,54008.28
993,Vistara,UK-772,Kolkata,Morning,one,Night,Chennai,Economy,12.67,39,5907.91
994,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Bangalore,Business,17.33,28,51324.07
995,Air_India,AI-619,Mumbai,Night,one,Morning,Delhi,Economy,12.75,3,12944.81
996,Indigo,6E-531,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,30,4189.37
997,Indigo,6E-668,Hyderabad,Evening,one,Night,Kolkata,Economy,5.58,25,5629.42
998,Vistara,UK-870,Hyderabad,Night,zero,Night,Delhi,Economy,2.25,13,6246.44
999,Vistara,UK-815,Delhi,Morning,one,Morning,Hyderabad,Economy,25.0,15,7730.68
1000,Vistara,UK-846,Bangalore,Morning,one,Afternoon,Delhi,Economy,5.58,40,5174.1
1001,Vistara,UK-876,Hyderabad,Night,zero,Night,Mumbai,Economy,1.42,35,2213.44
1002,Vistara,UK-898,Hyderabad,Early_Morning,one,Morning,Delhi,Economy,26.0,7,12761.26
1003,Air_India,AI-808,Bangalore,Night,one,Evening,Kolkata,Business,22.17,32,57054.76
1004,Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,12.58,23,4768.09
1005,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,6.67,8,13160.94
1006,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Economy,10.67,14,13507.81
1007,Indigo,6E-6017,Bangalore,Evening,one,Night,Kolkata,Economy,5.17,49,4435.7
1008,Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Chennai,Economy,25.25,44,3721.74
1009,Air_India,AI-539,Chennai,Evening,one,Morning,Bangalore,Economy,15.92,1,18179.65
1010,AirAsia,I5-517,Chennai,Morning,two_or_more,Night,Delhi,Economy,13.5,23,6098.44
1011,Air_India,AI-631,Mumbai,Evening,one,Afternoon,Delhi,Business,20.58,39,25839.43
1012,Air_India,AI-765,Kolkata,Evening,one,Afternoon,Delhi,Business,18.08,30,32299.04
1013,Air_India,AI-9881,Hyderabad,Afternoon,one,Morning,Mumbai,Economy,19.08,35,5809.09
1014,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,13,43053.6
1015,Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Business,20.58,25,52885.1
1016,Air_India,AI-407,Delhi,Afternoon,one,Afternoon,Kolkata,Business,22.42,48,39472.43
1017,Air_India,AI-544,Delhi,Evening,one,Morning,Bangalore,Business,17.5,13,43562.45
1018,Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Economy,24.33,15,10159.9
1019,Air_India,AI-565,Bangalore,Afternoon,two_or_more,Morning,Hyderabad,Economy,20.42,33,6046.64
1020,Indigo,6E-132,Hyderabad,Morning,zero,Afternoon,Mumbai,Economy,1.5,43,2851.23
1021,SpiceJet,SG-731,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,13.5,3,13510.16
1022,Air_India,AI-473,Delhi,Evening,one,Evening,Bangalore,Economy,22.42,30,6018.34
1023,Indigo,6E-2752,Chennai,Evening,zero,Night,Delhi,Economy,2.75,34,3715.18
1024,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,10.5,20,48072.99
1025,GO_FIRST,G8-165,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.0,1,14319.51
1026,Vistara,UK-988,Mumbai,Night,one,Afternoon,Hyderabad,Business,15.67,44,49004.21
1027,GO_FIRST,G8-323,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,41,5182.56
1028,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,13.33,46,41175.26
1029,Vistara,UK-873,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,13.17,48,5790.46
1030,Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Business,17.42,42,50542.08
1031,Vistara,UK-897,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.08,19,6028.9
1032,AirAsia,I5-713,Delhi,Evening,two_or_more,Late_Night,Bangalore,Economy,8.75,34,7188.8
1033,Air_India,AI-610,Bangalore,Evening,one,Morning,Delhi,Business,15.08,33,31208.42
1034,AirAsia,I5-741,Bangalore,Morning,zero,Afternoon,Delhi,Economy,2.75,9,7488.28
1035,Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Economy,26.25,42,7721.97
1036,Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Business,2.17,5,26673.92
1037,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Mumbai,Economy,9.5,41,4625.42
1038,Vistara,UK-876,Hyderabad,Night,one,Night,Chennai,Business,25.5,35,53778.64
1039,Indigo,6E-2148,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.83,42,3973.97
1040,Indigo,6E-5375,Mumbai,Evening,zero,Evening,Chennai,Economy,1.83,38,2465.12
1041,Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Business,8.83,32,51381.22
1042,Vistara,UK-808,Bangalore,Early_Morning,zero,Morning,Delhi,Business,2.67,27,32019.56
1043,Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,15.75,6,10006.15
1044,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,29,4609.35
1045,Air_India,AI-440,Chennai,Early_Morning,one,Morning,Kolkata,Economy,26.83,18,5524.33
1046,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,5.42,39,51900.11
1047,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Delhi,Business,13.83,43,42140.22
1048,Vistara,UK-776,Kolkata,Evening,zero,Night,Mumbai,Economy,2.75,42,4245.29
1049,Vistara,UK-988,Mumbai,Night,one,Night,Bangalore,Economy,23.5,45,5916.94
1050,GO_FIRST,G8-423,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,31,2096.48
